"nazwa główna","szerokość geograficzna","długość geograficzna","identyfikator jednostki podziału terytorialnego kraju"
"Lemany","52°38'49''","21°13'28''","1424072"
"Lemany","53°34'51''","21°01'23''","2817062"
"Lemańsk","50°58'33''","19°06'25''","2404112"
"Lembarg","53°20'31''","19°11'46''","0402075"
"Lembruk","53°57'31''","21°15'07''","2810032"
"Lemierze","50°59'05''","21°33'51''","2607022"
"Lemierzyce","52°34'00''","14°54'55''","0807032"
"Lemierzyska","49°29'25''","20°28'25''","1210092"
"Lemiesz","51°29'04''","19°50'10''","1010114"
"Lemiesz-Zwierzyniec","51°29'31''","19°50'31''","1010114"
"Lemieszów","50°52'54''","23°42'25''","0604072"
"Lempartówka","49°47'44''","19°41'10''","1215032"
"Lemszczyzna","51°15'40''","22°34'10''","0663011"
"Bursaki","51°16'23''","22°34'12''","0663011"
"Lenarcice","50°08'13''","17°37'27''","1602035"
"Lenarczyce","50°42'14''","21°40'15''","2609062"
"Kolonia Lenarczyce","50°42'03''","21°41'19''","2609062"
"Lenartowice","51°14'43''","16°47'51''","0218032"
"Lenartowice","51°54'24''","17°49'32''","3020065"
"Lenartowice","50°21'28''","18°14'13''","1603011"
"Lenartowice","50°30'12''","21°05'14''","2612075"
"Lenartowo","52°29'42''","18°15'34''","0409022"
"Lenartów","52°11'22''","20°02'19''","1005062"
"Lenartówka","49°50'02''","21°58'59''","1819032"
"Lenarty","54°07'09''","22°31'10''","2813045"
"Lenarty","49°29'31''","19°49'02''","1211032"
"Lendo Ruskie","51°38'58''","22°10'34''","0616062"
"Lendo Wielkie","51°39'40''","22°09'30''","0616032"
"Lendowo-Budy","52°49'07''","22°44'16''","2013072"
"Lendówka","51°38'03''","22°08'46''","0616032"
"Lendówka","51°10'29''","18°51'48''","1009062"
"Lendwok","49°53'37''","19°26'08''","1218102"
"Lendy","54°00'12''","17°40'41''","2202025"
"Lędzinek","51°47'14''","22°37'13''","0615011"
"Lenie Małe","52°39'57''","19°22'39''","0408045"
"Lenie Wielkie","52°39'07''","19°22'00''","0408045"
"Leniewo","52°48'30''","23°25'32''","2005042"
"Lenikówka","49°46'25''","19°41'02''","1215032"
"Lenikówka","49°46'00''","19°43'32''","1215032"
"Osiedle Lenina","50°42'49''","23°16'18''","0664011"
"Leniówka","49°50'29''","19°30'13''","1218095"
"Leniszki","51°18'17''","18°33'05''","1017022"
"Leniuszki","51°52'07''","23°30'29''","0601172"
"Lenkowiec","52°17'07''","19°43'43''","1404032"
"Lenkupie","54°21'14''","22°43'44''","2818022"
"Lenno-Zamek","51°00'58''","15°39'53''","0212055"
"Leńce","53°11'25''","23°05'56''","2002032"
"Leńce","49°55'28''","19°57'32''","1206144"
"Kolonia Leńce","53°11'59''","23°05'50''","2002032"
"Leńcze","49°54'01''","19°44'04''","1218035"
"Leńcze Górne","49°54'11''","19°43'28''","1218035"
"Leobór","54°25'60''","18°05'46''","2215062"
"Leobrad","49°18'23''","22°32'13''","1801032"
"Leokadia","51°45'55''","21°37'49''","1403062"
"Leokadiew","51°51'34''","19°02'17''","1011035"
"Leokadiów","51°24'49''","21°48'09''","0614092"
"Leokadiów Dolny","51°24'27''","21°48'18''","0614092"
"Leokadiów Górny","51°25'23''","21°48'33''","0614092"
"Osiedle Leona Kruczkowskiego","50°26'08''","16°38'24''","0208021"
"Leonardów","51°45'28''","17°58'04''","3017025"
"Leonardów","51°41'12''","22°16'34''","0611062"
"Leonardów","51°52'23''","19°30'51''","1020092"
"Leoncin","52°23'43''","20°32'21''","1414032"
"Leoncin","51°39'46''","23°15'54''","0613052"
"Leonia","52°08'41''","18°28'26''","3027092"
"Leonin","51°06'37''","22°00'20''","0612055"
"Leonorów","51°46'40''","21°39'05''","1403112"
"Leonowicze","52°58'44''","23°49'23''","2002075"
"Leonowo","52°40'06''","18°40'29''","0411042"
"Leonowo","52°37'42''","18°33'27''","0411062"
"Leonowo","52°39'53''","19°24'25''","0408045"
"Leonowo","52°30'10''","19°13'37''","0418022"
"Leonów","51°53'45''","17°16'56''","3004015"
"Leonów","52°24'17''","19°54'39''","1419112"
"Leonów","52°10'09''","20°12'36''","1428052"
"Leonów","51°52'36''","20°08'21''","1015082"
"Leonów","52°11'34''","21°45'06''","1412095"
"Leonów","52°16'40''","21°39'15''","1412062"
"Leonów","51°45'12''","21°32'41''","1403072"
"Leonów","51°27'22''","19°54'53''","1010115"
"Leonów","51°45'45''","21°51'16''","1403122"
"Leonów","51°20'54''","22°37'43''","0609112"
"Leonów","51°08'50''","23°19'36''","0603152"
"Leonów","51°25'43''","21°00'50''","1425132"
"Leonów","51°22'26''","21°14'08''","1425105"
"Leonów","51°52'01''","19°15'57''","1020092"
"Leonów","52°04'22''","19°36'03''","1005022"
"Leonów","51°54'50''","19°25'23''","1020092"
"Leonów","51°45'40''","19°22'02''","1061049"
"Leonów","51°22'38''","19°24'19''","1001022"
"Leonów","51°13'58''","19°36'14''","1010032"
"Leonów","51°03'52''","19°43'34''","1012102"
"Leonów","50°56'07''","21°04'51''","2611042"
"Holendry-Leonów","50°43'15''","20°51'38''","2604152"
"Leonów","50°41'29''","21°05'34''","2604162"
"Leonówka","52°32'11''","20°43'46''","1414045"
"Leonówka","51°16'51''","23°16'29''","0603122"
"Leonówka","49°32'28''","20°31'23''","1210092"
"Leontyna","52°13'49''","21°36'30''","1412082"
"Leontynowo","53°28'57''","17°51'17''","0416022"
"Leontynów","52°18'44''","20°11'03''","1428042"
"Leontynów","52°06'42''","21°23'13''","1417082"
"Leopold","50°28'09''","18°01'28''","1605014"
"Pakoszyn","50°28'54''","18°21'39''","1611055"
"Osiedle Leopold-Gigant","50°13'02''","19°15'29''","2468011"
"Leopoldowo","52°41'57''","18°57'04''","0464011"
"Leopoldowo","53°08'32''","21°53'37''","2007032"
"Mysłoszów","51°27'04''","16°41'52''","0222022"
"Leopoldów","52°20'12''","19°34'52''","1404052"
"Leopoldów","51°44'57''","19°53'43''","1006075"
"Leopoldów","51°43'19''","20°14'21''","1013042"
"Leopoldów","51°15'54''","22°52'20''","0610035"
"Leopoldów","51°37'14''","21°01'42''","1401015"
"Leopoldów","51°07'13''","21°36'08''","1409035"
"Leopoldów","50°57'30''","21°47'16''","2606072"
"Leopoldów","50°48'19''","23°46'59''","0604062"
"Leopoldów","51°40'07''","22°00'29''","0616045"
"Kolonia Leopoldów","50°48'46''","23°47'28''","0604062"
"Leopoldówka","51°39'53''","22°20'47''","0611062"
"Leosia","53°29'13''","18°23'16''","0414032"
"Leosin","52°20'58''","22°34'47''","1426022"
"Leosin","51°44'11''","19°53'40''","1006075"
"Lepak","50°59'52''","21°07'07''","2611022"
"Lepaki Małe","53°49'51''","22°14'30''","2805022"
"Lepaki Wielkie","53°49'45''","22°13'45''","2805022"
"Lepakowo","52°56'21''","21°05'21''","1411062"
"Lepianka","50°12'26''","19°46'51''","1206042"
"Lepino","53°55'53''","15°43'36''","3216052"
"Lepno","53°57'25''","19°35'27''","2804082"
"Lepsze","52°44'30''","18°40'25''","0401092"
"Zwalisko","49°41'10''","18°59'24''","2402011"
"Lesanka","53°01'17''","23°36'32''","2002075"
"Lesiak Lipowski","53°35'58''","19°49'10''","2815092"
"Lesiak Ostródzki","53°40'11''","19°57'55''","2815092"
"Lesiaki","54°25'16''","17°40'57''","2208032"
"Lesiaki","51°26'30''","18°29'56''","1014072"
"Lesiaki","51°23'30''","18°35'06''","1014115"
"Lesiaki","49°50'13''","21°29'30''","1805055"
"Lesiakówka","51°19'34''","20°28'59''","2605022"
"Lesiana","50°22'53''","18°06'51''","1605055"
"Lesica","50°08'53''","16°36'00''","0208105"
"Lesica","51°17'01''","20°54'24''","1430055"
"Lesica","50°52'05''","20°21'35''","2604142"
"Lesiczyzna","50°42'30''","23°34'17''","0620062"
"Lesieniec","54°11'26''","21°31'02''","2808062"
"Lesieniec","51°32'52''","19°27'57''","1008032"
"Lesieniec","50°14'43''","19°57'10''","1206032"
"Lesiew","51°47'02''","20°21'25''","1013025"
"Lesięcin","53°35'00''","15°34'36''","3218055"
"Lesięcinek","53°35'33''","15°36'26''","3218055"
"Lesina","50°16'33''","22°19'03''","1808042"
"Lesiniec","54°28'53''","18°14'28''","2215092"
"Lesiny","51°08'23''","17°47'11''","1606025"
"Lesiny","53°43'51''","21°10'00''","2810052"
"Lesiny Małe","53°24'02''","21°06'51''","2817082"
"Lesiny Wielkie","53°23'01''","21°07'51''","2817082"
"Lesińce","54°23'56''","18°05'52''","2205025"
"Lesionki","52°38'59''","16°07'60''","3014045"
"Lesiopole","51°12'14''","19°46'09''","1010052"
"Lesiów","51°28'21''","21°12'40''","1425042"
"Kolonia Lesiów","51°28'51''","21°12'17''","1425042"
"Lesiska","52°23'33''","18°29'11''","3010104"
"Lesiska","54°03'20''","20°00'42''","2804022"
"Lesisko","50°27'36''","18°08'39''","1605055"
"Lesisko","52°59'57''","18°22'39''","0403085"
"Lesisko","51°40'26''","20°03'17''","1016112"
"Lesisko","51°23'02''","19°15'53''","1001052"
"Lesisko","51°18'25''","18°47'53''","1017032"
"Lesisko","51°16'40''","18°48'43''","1017052"
"Lesisko","51°12'22''","19°11'40''","1009082"
"Lesisko","50°24'37''","21°05'31''","2601042"
"Leśnisko","50°08'54''","20°53'03''","1216155"
"Lesisko","50°03'22''","20°02'41''","1261039"
"Lesisko","49°56'57''","20°44'25''","1202042"
"Lesisko-Kolonia","51°22'39''","18°29'14''","1018042"
"Lesisko Bankowe","51°39'50''","20°04'07''","1016112"
"Lesisko Trzciańskie","50°29'16''","21°20'28''","2612045"
"Lesisko Włościańskie","51°40'35''","20°02'56''","1016112"
"Lesk","54°07'45''","18°22'45''","2204082"
"Lesk","54°01'17''","22°30'46''","2813044"
"Lesko","49°28'23''","22°19'46''","1821034"
"Leskowa","49°25'23''","20°40'03''","1210134"
"Leskowiec","49°37'45''","19°25'13''","2417052"
"Leskowskie","49°28'48''","20°43'35''","1210135"
"Osiedle Lesna","51°25'14''","21°57'24''","0614011"
"Lesów","51°41'41''","14°51'00''","0811092"
"Lestkowo","53°43'06''","15°08'44''","3204045"
"Lestnica","53°12'04''","15°36'59''","3202065"
"Lestnica","53°46'54''","17°07'12''","2203072"
"Lestnica","53°45'23''","17°06'38''","2203072"
"Lestnica","53°34'19''","16°56'25''","2203025"
"Leszcz","53°06'16''","18°30'33''","0415052"
"Leszcz","53°25'15''","20°04'28''","2815022"
"Leszczanka","51°59'53''","22°37'07''","0611092"
"Leszczanka","51°56'15''","23°01'33''","0601042"
"Leszczanka","51°06'56''","23°04'27''","0603082"
"Wilcza","51°59'55''","22°35'47''","0611092"
"Leszczany","53°36'13''","23°10'36''","2011095"
"Leszczany","53°11'54''","23°43'25''","2011045"
"Leszczany","51°01'10''","23°34'51''","0603142"
"Leszczany-Kolonia","51°00'33''","23°34'53''","0603142"
"Leszczawa Dolna","49°39'47''","22°26'08''","1813012"
"Leszczawa Górna","49°37'40''","22°28'05''","1813012"
"Leszczawka","49°38'34''","22°24'46''","1813012"
"Leszcze","52°09'25''","18°34'58''","3009082"
"Leszcze","52°18'17''","18°52'25''","3009065"
"Leszcze","52°52'39''","18°06'21''","0407092"
"Leszcze","52°33'04''","18°26'28''","0411055"
"Leszcze","50°29'49''","21°40'31''","1820045"
"Leszcze","52°03'33''","19°10'21''","1004052"
"Leszcze","50°10'57''","21°39'54''","1806042"
"Leszcze","50°11'15''","21°54'53''","1806025"
"Leszcze","50°26'50''","20°34'24''","2608045"
"Leszcze","50°57'31''","18°51'11''","2406052"
"Leszcze","49°39'57''","20°28'40''","1207082"
"Leszcze","49°43'52''","20°56'02''","1216015"
"Leszcze-Górka","50°49'18''","20°35'36''","2661011"
"Leszcze","52°03'01''","19°10'31''","1004052"
"Leszcze Częściowe","52°08'38''","18°31'57''","3009082"
"Leszcze Drugie","52°08'45''","18°34'13''","3009082"
"Kolonia Leszcze","52°08'24''","18°34'48''","3009082"
"Leszczenica","53°44'15''","17°21'44''","2203032"
"Leszczewek","54°04'35''","23°03'39''","2012072"
"Leszczewo","54°11'20''","22°57'43''","2012032"
"Leszczewo","54°05'34''","23°03'15''","2012072"
"Leszczka","52°28'44''","22°52'52''","2010092"
"Leszczka Duża","52°34'52''","22°32'55''","2010082"
"Kolonia Leszczka Duża","52°35'50''","22°33'04''","2010082"
"Leszczka Mała","52°34'26''","22°32'51''","2010082"
"Leszczków","50°44'41''","21°29'17''","2606032"
"Leszczno","53°47'56''","14°52'48''","3204062"
"Leszczowate","49°30'33''","22°32'40''","1801085"
"Leszczyca","52°03'56''","17°46'54''","3020042"
"Leszczyce","51°58'06''","17°31'49''","3006024"
"Leszczyce","52°46'11''","18°10'57''","0407075"
"Leszczydół-Działki","52°37'47''","21°24'05''","1435055"
"Leszczydół-Nowiny","52°38'50''","21°28'19''","1435055"
"Leszczydół-Podwielątki","52°37'55''","21°23'38''","1435055"
"Leszczydół-Pustki","52°38'10''","21°25'24''","1435055"
"Zalesie","52°38'19''","21°24'43''","1435055"
"Leszczydół Stary","52°37'16''","21°24'24''","1435055"
"Leszczyn","53°57'46''","15°34'50''","3208052"
"Leszczyn Księży","52°38'29''","19°51'22''","1419012"
"Leszczyn Szlachecki","52°37'41''","19°49'60''","1419012"
"Kolonia Leszczyn","53°56'50''","15°34'48''","3208052"
"Leszczyna","51°05'04''","15°59'17''","0226062"
"Leszczyna","54°07'05''","19°37'30''","2804075"
"Leszczyna","52°53'02''","20°21'03''","1413052"
"Leszczyna","51°01'32''","22°12'17''","0607085"
"Leszczyna","50°44'21''","23°42'44''","0604082"
"Leszczyna","49°43'38''","21°47'44''","1807052"
"Leszczyna","51°14'37''","19°31'39''","1012055"
"Leszczyna","49°51'32''","20°24'04''","1201082"
"Leszczyna","49°35'15''","18°55'29''","2403092"
"Leszczynek","52°12'17''","19°19'27''","1002062"
"Leszczyniak","53°29'50''","19°25'27''","2812022"
"Leszczyniak","53°23'41''","21°26'31''","1415085"
"Leszczyniec","50°46'47''","15°54'35''","0207022"
"Leszczynka","53°31'20''","15°06'54''","3204035"
"Leszczynka Mała","53°52'29''","19°44'01''","2815052"
"Leszczynki","54°31'41''","18°29'09''","2262011"
"Leszczynki","54°17'25''","17°56'13''","2205042"
"Leszczynki","52°45'46''","19°41'18''","1427022"
"Leszczynko","51°50'09''","16°34'43''","3063011"
"Leszczyny","52°38'33''","15°44'45''","0803055"
"Leszczyny","50°26'48''","16°37'36''","0208021"
"Leszczyny","52°50'42''","23°21'09''","2005042"
"Leszczyny","52°02'49''","22°03'50''","1426122"
"Leszczyny","51°39'31''","19°55'56''","1016102"
"Leszczyny","51°38'52''","19°59'29''","1016102"
"Leszczyny","51°11'20''","21°31'29''","1409035"
"Leszczyny","51°11'23''","20°44'28''","1430012"
"Leszczyny","49°50'01''","21°53'31''","1819032"
"Leszczyny","50°52'31''","20°45'32''","2604062"
"Leszczyny","49°37'18''","22°40'36''","1813032"
"Leszczyny","51°05'08''","20°02'28''","2605012"
"Leszczyny","49°57'12''","20°36'55''","1202025"
"Leszczyny","49°55'49''","20°53'05''","1216042"
"Leszczyny","49°34'02''","21°08'26''","1205102"
"Leszczyny","50°08'36''","18°37'48''","2412014"
"Leszczyny","49°22'05''","19°58'06''","1217022"
"Leszczyny","49°48'05''","19°03'39''","2461011"
"Leszczyny-Kolonia","51°47'15''","19°53'47''","1021042"
"Leszczyny Duże","51°34'21''","19°25'46''","1008032"
"Leszczyny Małe","51°33'44''","19°25'52''","1008032"
"Kolonia Leszczyny","52°50'11''","23°21'39''","2005042"
"Leszki","49°32'12''","19°06'00''","2417092"
"Leszkiemie","54°20'24''","22°48'21''","2012092"
"Leszkomin","51°45'12''","18°56'19''","1011062"
"Leszkowice","51°36'49''","16°19'18''","0203052"
"Leszkowice","51°33'01''","22°36'28''","0608112"
"Leszkowy","54°13'48''","18°54'20''","2204022"
"Leszkowy-Wybudowanie","54°14'06''","18°53'23''","2204022"
"Leszków","53°06'60''","16°47'20''","3019011"
"Leszków","54°14'13''","19°27'35''","2861011"
"Flaki","50°53'46''","18°28'59''","1608035"
"Leszna Górna","49°41'32''","18°43'27''","2403072"
"Lesznia","52°55'01''","23°05'35''","2002105"
"Leszno","51°50'36''","16°34'28''","3063011"
"Leszno","52°05'23''","18°56'42''","1004042"
"Leszno","54°18'14''","18°12'26''","2205025"
"Leszno","52°11'10''","19°19'50''","1002062"
"Leszno","53°46'31''","20°52'36''","2814015"
"Leszno","52°15'29''","20°35'27''","1432042"
"Leszno","52°58'58''","20°55'10''","1422072"
"Leszno Dolne","51°30'49''","15°36'20''","0810075"
"Leszno Górne","51°28'38''","15°36'54''","0810075"
"Leszno Małe","53°45'57''","20°52'31''","2814015"
"Leszno Podzaborówek","52°15'38''","20°36'48''","1432042"
"Lesznowola","52°05'14''","20°56'38''","1418032"
"Lesznowola","51°54'45''","20°54'06''","1406055"
"Lesznowola-Pole","52°05'52''","20°56'12''","1418032"
"Kolonia Lesznowola","52°04'58''","20°57'41''","1418032"
"Leszyce","52°58'47''","18°09'40''","0403052"
"Leśce","51°21'11''","22°23'41''","0609042"
"Leśmierz","52°01'25''","19°17'01''","1020062"
"Leśna","51°01'26''","15°15'50''","0210034"
"Leśna","52°06'12''","18°48'25''","3009044"
"Leśna","50°49'51''","18°22'29''","1608035"
"Leśna","52°18'28''","15°04'52''","0807054"
"Leśna","50°24'54''","16°18'40''","0208092"
"Leśna","50°29'41''","16°23'45''","0208124"
"Leśna","52°51'33''","23°48'12''","2005092"
"Leśna","53°21'08''","21°26'09''","1415085"
"Leśna","51°27'16''","23°24'12''","0619032"
"Leśna","49°40'20''","19°08'28''","2417062"
"Leśna-Stara Wieś","50°57'47''","20°55'25''","2604025"
"Dąbrowa","54°22'45''","19°56'59''","2802022"
"Leśna Dolina","51°44'18''","16°08'37''","0203042"
"Osiedle Leśna Dolina","53°07'45''","23°05'40''","2061011"
"Leśna Góra","52°01'36''","15°37'01''","0809065"
"Leśna Góra","53°08'15''","21°38'35''","1415062"
"Leśna Grobla","52°23'60''","17°20'48''","3021085"
"Szklana Huta","52°18'18''","15°59'32''","3015065"
"Wojtal","53°54'00''","18°02'33''","2202045"
"Leśna Huta","53°53'06''","18°05'50''","2213052"
"Leśna Jania","53°43'12''","18°36'19''","2213112"
"Piecki","53°41'47''","18°33'21''","2213082"
"Leśna Niwa","51°14'32''","19°10'05''","1009082"
"Leśna Podlaska","52°07'53''","23°01'47''","0601082"
"Leśna Polana","54°26'14''","18°30'42''","2264011"
"Leśna Polana","51°58'48''","20°54'24''","1418065"
"Leśna Rzeka","51°31'59''","21°38'18''","1407072"
"Leśna Woda","50°57'13''","17°26'15''","1601052"
"Leśna Wola","50°09'27''","21°58'54''","1816064"
"Kolonia Leśna","50°42'40''","17°33'26''","1609075"
"Kolonia Leśna","52°44'37''","15°00'01''","0801052"
"Kolonia Leśna","50°29'32''","16°22'32''","0208124"
"Kolonia Leśna","52°51'07''","23°48'17''","2005092"
"Kolonia Leśna","51°56'32''","20°05'40''","1015062"
"Kolonia Leśna","50°45'32''","20°06'17''","2602052"
"Kolonia Leśna","50°07'13''","19°23'47''","1203034"
"Kolonia Leśna","50°16'24''","18°34'18''","2466011"
"Kolonia Leśna","50°03'03''","18°44'52''","2479011"
"Osada Leśna","51°40'37''","15°44'20''","0804065"
"Osada Leśna","51°13'57''","17°35'33''","0214062"
"Rakowo","52°25'21''","17°24'23''","3003025"
"Osada Leśna","52°34'22''","15°42'40''","0803032"
"Osada Leśna","54°42'35''","17°50'36''","2215042"
"Osada Leśna","54°13'18''","17°21'09''","2201012"
"Kościerzyna-Stare Nadleśnictwo","54°06'22''","17°57'40''","2206042"
"Osada Leśna","53°39'53''","16°24'47''","3215045"
"Osada Leśna","51°28'34''","23°19'40''","0619042"
"Osada Leśna","50°31'26''","22°30'11''","1812012"
"Osada Leśna","51°16'03''","18°39'33''","1017095"
"Osiedle Leśna","50°20'11''","18°12'01''","1603011"
"Osiedle Leśna","53°16'05''","17°15'09''","3019044"
"Osiedle Leśna","52°32'06''","21°42'04''","1433054"
"Osiedle Leśna","51°25'07''","19°42'58''","1062011"
"Leśne","52°16'06''","19°42'05''","1002115"
"Leśne Drugie","50°20'35''","20°58'43''","2601042"
"Leśne Chałupy","51°01'04''","21°47'04''","2606072"
"Leśne Doliny","50°33'33''","23°29'13''","0618042"
"Leśne Domki","52°14'41''","15°57'40''","3015065"
"Leśne Domki","54°27'12''","16°38'58''","3213052"
"Skoczków","51°21'60''","17°26'06''","0214084"
"Leśne Łąki","50°56'43''","20°28'26''","2604182"
"Osiedle Leśne Międzygórze","50°13'53''","16°44'26''","0208065"
"Leśne Odpadki","51°40'53''","19°37'60''","1006032"
"Osiedle Leśne","52°19'05''","17°32'41''","3030054"
"Osiedle Leśne","52°58'36''","16°53'35''","3001011"
"Osiedle Leśne","53°55'47''","18°41'10''","2214044"
"Osiedle Leśne","53°54'13''","19°12'03''","2216042"
"Osiedle Leśne","53°51'15''","18°57'44''","2207052"
"Osiedle Leśne","53°12'26''","18°22'34''","0404072"
"Osiedle Leśne","53°06'04''","19°02'51''","0405011"
"Osiedle Leśne","53°27'46''","17°31'37''","0413024"
"Osiedle Leśne","53°22'33''","19°15'50''","0402075"
"Osiedle Leśne","53°46'02''","19°51'38''","2815074"
"Osiedle Leśne","53°04'23''","21°32'28''","1461011"
"Osiedle Leśne","50°47'32''","18°57'05''","2404014"
"Osiedle Leśne","50°18'41''","18°55'12''","2476011"
"Osiedle Leśne","50°09'39''","18°50'35''","2408011"
"Osiedle Leśne","49°52'25''","19°11'29''","1213044"
"Leśni","49°43'28''","19°55'03''","1209082"
"Leśnia","54°21'32''","17°16'50''","2212032"
"Leśniak","50°47'03''","20°12'55''","2602035"
"Borownica","50°46'52''","18°24'41''","1608072"
"Leśniaki","52°20'23''","20°04'22''","1428032"
"Leśniaki","51°17'51''","19°04'05''","1001062"
"Leśniaki","50°42'06''","18°57'39''","2404072"
"Leśniaki","49°45'18''","20°03'15''","1209092"
"Leśniaki","49°41'10''","20°03'36''","1207021"
"Leśniaki","50°31'19''","19°17'44''","2401075"
"Leśniaki","49°43'13''","19°33'08''","1215021"
"Leśniaki Chabielskie","51°18'10''","19°05'31''","1001072"
"Leśniakowizna","52°18'47''","21°16'34''","1434125"
"Leśniakówka","50°20'45''","21°17'19''","1811032"
"Leśniakówka","49°52'19''","19°51'33''","1209035"
"Leśniakówka","49°47'05''","20°07'03''","1209092"
"Leśniakówka","49°41'15''","19°47'54''","1215052"
"Leśniakówka","49°33'47''","19°57'49''","1211125"
"Leśniakówka","49°46'58''","19°42'40''","1215032"
"Leśnianki","52°54'18''","18°19'08''","0407082"
"Leśnica","51°08'53''","16°51'29''","0264011"
"Leśnica","52°11'50''","18°41'15''","3009072"
"Leśnica","50°25'37''","18°10'60''","1611044"
"Leśnica","54°21'32''","16°21'09''","3213032"
"Lesie","50°39'26''","17°26'12''","1601035"
"Leśnica","53°55'48''","19°44'32''","2815052"
"Leśnica","52°41'06''","23°42'23''","2005062"
"Leśnica","53°36'27''","23°28'29''","2011062"
"Leśnica","51°43'24''","19°07'13''","1003052"
"Leśnica","50°49'47''","20°15'00''","2602035"
"Leśnica","50°36'32''","18°43'54''","2407011"
"Leśnica","49°24'07''","20°03'31''","1217032"
"Leśnica","49°42'30''","18°54'05''","2403042"
"Leśnica","49°50'31''","19°41'42''","1218072"
"Leśnica","51°42'43''","19°07'40''","1003052"
"Podrzeczna","51°43'53''","19°07'19''","1003052"
"Szkolna","51°43'09''","19°06'44''","1003052"
"Leśnice","54°30'50''","17°39'38''","2208042"
"Leśnice","49°46'49''","18°47'33''","2403104"
"Leśnicki Młyn","53°17'23''","17°00'40''","3031035"
"Leśnictwo","51°56'36''","18°29'50''","3027042"
"Leśnictwo","52°22'40''","18°22'47''","3010125"
"Leśnictwo","50°32'32''","21°00'44''","2601072"
"Leśnictwo","49°51'06''","21°03'12''","1216105"
"Leśnicza","50°23'51''","20°25'13''","2608015"
"Leśniczówka","50°53'15''","15°38'52''","0206092"
"Leśniczówka","50°46'44''","17°35'53''","1601045"
"Leśniczówka","52°27'10''","18°52'07''","0418032"
"Piasecznik","52°56'15''","14°17'25''","3206025"
"Leśniczówka","52°19'06''","20°12'12''","1428042"
"Leśniczówka","52°10'16''","22°26'50''","1426055"
"Leśniczówka","51°12'10''","23°32'25''","0603092"
"Leśniczówka","51°07'50''","22°30'03''","0609122"
"Leśniczówka","51°00'14''","22°29'45''","0609035"
"Poduchowne","51°15'01''","21°27'33''","1436012"
"Leśniczówka","50°39'53''","22°37'01''","0605032"
"Leśniczówka","51°11'28''","22°02'05''","0612064"
"Leśniczówka","51°02'57''","22°21'33''","0609102"
"Leśniczówka","52°07'58''","19°42'14''","1005022"
"Leśniczówka","49°33'43''","21°51'24''","1807085"
"Leśniczówka","51°03'13''","21°29'44''","1409052"
"Leśniczówka","50°50'14''","21°07'24''","2604132"
"Leśniczówka","49°47'08''","19°50'10''","1209042"
"Leśniczówka","50°00'27''","19°15'56''","1213062"
"Leśniczówka Gąsew","51°53'07''","21°50'33''","1403082"
"Leśniczówka Kabachy","50°52'00''","17°43'07''","1609092"
"Leśniewice","53°17'35''","17°41'20''","0413032"
"Leśniewice","52°22'44''","19°27'25''","1404022"
"Leśniewice","52°03'00''","19°35'59''","1005022"
"Leśniewice Duże","52°22'36''","19°28'02''","1404022"
"Leśniewice Małe","52°23'23''","19°27'18''","1404022"
"Leśniewko","52°29'14''","17°28'17''","3003062"
"Leśniewo","52°28'34''","17°27'42''","3003062"
"Leśniewo","54°41'41''","18°14'20''","2211072"
"Leśniewo","53°33'53''","18°49'46''","0406012"
"Leśniewo","54°12'51''","21°33'20''","2808062"
"Leśniewo","52°51'14''","20°56'23''","1411032"
"Leśniewo","52°46'21''","22°12'38''","1416092"
"Leśniewo-Niedźwiedź Drugi","53°01'12''","22°36'26''","2013062"
"Leśniewo-Niedźwiedź","53°01'27''","22°38'06''","2013062"
"Leśniewo Dolne","52°59'19''","20°37'46''","1402052"
"Leśniewo Górne","52°59'20''","20°36'55''","1402052"
"Leśniewo Wielkie","53°19'20''","20°31'12''","2811012"
"Kolonia Leśniewo","54°13'13''","21°35'25''","2808062"
"Leśnik","51°54'24''","18°45'35''","1011035"
"Leśnik","52°34'06''","16°05'56''","3014022"
"Leśnik","50°22'31''","17°50'20''","1610025"
"Leśnik","52°40'41''","17°51'35''","0409035"
"Leśnik","53°16'25''","17°02'17''","3031035"
"Leśnik","53°17'00''","17°02'41''","3031035"
"Osiedle Leśnik","52°59'09''","15°11'32''","3210015"
"Osiedle Leśnika","52°53'02''","16°00'55''","3002044"
"Leśniki","51°11'43''","16°04'42''","0209032"
"Leśniki","52°07'49''","15°50'13''","0809015"
"Leśniki","51°00'59''","18°23'49''","1608024"
"Leśniki","50°33'25''","17°52'02''","1609105"
"Leśniki","54°04'03''","15°59'56''","3201022"
"Leśniki","53°56'39''","22°23'38''","2813052"
"Leśniki","53°36'48''","23°08'58''","2011095"
"Leśniki","51°53'24''","21°16'28''","1417072"
"Leśniki","52°34'10''","22°28'31''","2010082"
"Leśniki","52°23'37''","21°48'33''","1433032"
"Leśniki","53°09'46''","22°48'28''","2002125"
"Leśniki","52°59'07''","22°52'46''","2002064"
"Leśniki","51°24'59''","18°30'57''","1014072"
"Kolonia Leśniki","53°36'40''","23°08'30''","2011095"
"Kolonia Leśniki","53°09'41''","22°49'21''","2002125"
"Osiedle Leśników","50°01'46''","20°12'06''","1219044"
"Leśniowa","50°06'18''","19°19'45''","1203044"
"Leśniowice","50°59'04''","23°29'26''","0603072"
"Leśniowice-Kolonia","50°58'23''","23°28'46''","0603072"
"Leśniów","50°37'60''","19°22'42''","2409054"
